ano;musica;artista
1987;Livin On A Prayer;Bon Jovi
1987;Que País é Este;Legião Urbana
1987;The Lady In Red;Chris DeBurgh
1987;Um Certo Alguém;Lulu Santos
1987;With Or Without You;U2
1987;O Amor e o Poder;Rosana
1987;Codinome Beija-Flor;Cazuza
1987;Always;Atlantic Starr
1987;Didnt We Almost Have It All;Whitney Houston
1987;I Still Havent Found What Im Looking For;U2
1987;Kátia Flávia;Fausto Fawcett & Os Robôs Efêmeros
1987;Esquece e Vem;Nico Rezende
1987;Flores em Você;Ira!
1987;Bad;Michael Jackson
1987;Dont Dream Its Over;Crowded House
1987;Faraó, Divindade do Egito;Olodum
1987;Descendo o Rio Nilo;Capital Inicial
1987;Carrie;Europe
1987;Amanhã é 23;Kid Abelha
1987;Shake You Down;Gregory Abbott
1987;Human;Human League
1987;Dont Get Me Wrong;Pretenders
1987;Ausência;Chrystian & Ralf
1987;Faroeste Caboclo;Legião Urbana
1987;Homem Primata;Titãs
1987;Somewhere Out There;Linda Ronstadt & James Ingram
1987;La Bamba;Los Lobos
1987;Retratos e Canções;Sandra Sá
1987;Whos That Girl;Madonna
1987;Songbird;Kenny G
1987;Ill Be Over You;Toto
1987;Stay The Night;Benjamin Orr
1987;Infinita Highway;Engenheiros do Hawaii
1987;The Miracle Of Love;Eurythmics
1987;Luka;Suzanne Vega
1987;Nothings Gonna Stop Us Now;Starship
1987;The Way It Is;Bruce Hornsby & The Range
1987;I Wanna Dance With Somebody (Who Loves Me);Whitney Houston
1987;Eu Não Quero Mais;Fundo de Quintal
1987;Vida Dividida;Chrystian & Ralf
1987;Looking For A New Love;Jody Watley
1987;Emotion In Motion;Ric Ocasek
1987;Cest La Vie;Robbie Nevil
1987;Sábado;José Augusto
1987;Me Perdoa, Poeta;Leci Brandão
1987;Coming Around Again;Carly Simon
1987;Eu Já Tirei a Tua Roupa;Wando
1987;Madagascar Olodum;Olodum
1987;You Got It All;The Jets
1987;Walk Like An Egyptian;Bangles
1987;Dont Forget Me (While Im Gone);Glass Tiger
1987;Lets Wait Awhile;Janet Jackson
1987;Everything I Own;Boy George
1987;O Nosso Amor a Gente Inventa;Cazuza
1987;Head To Toe;Lisa Lisa & Cult Jam
1987;I Want Your Sex;George Michael
1987;Lambadas III;Fafá de Belém
1987;In Too Deep;Genesis
1987;Is This Love?;Whitesnake
1987;Tiro ao Álvaro;Adoniran Barbosa & Elis Regina
1987;Right Between The Eyes;Wax
1987;Two People;Tina Turner
1987;(I Just) Died In Your Arms;Cutting Crew
1987;Caleidoscópio;Dulce Quental
1987;Família;Titãs
1987;Iluminados;Ivan Lins
1987;Passos no Porão;Rádio Taxi
1987;Lean On Me;Club Nouveau
1987;La Isla Bonita;Madonna
1987;Glory Of Love;Peter Cetera
1987;Meet Me Half Way;Kenny Loggins
1987;Open Your Heart;Madonna
1987;Change Of Heart;Cyndi Lauper
1987;I Just Cant Stop Loving You;Michael Jackson
1987;Is This Love;Survivor
1987;Hospício;Amado Batista
1987;Um Dia, Um Adeus;Guilherme Arantes
1987;Nothings Gonna Change My Love For You;Glen Medeiros
1987;Terra de Gigantes;Engenheiros do Hawaii
1987;Alone;Heart
1987;Aauu;Titãs
1987;Vá Com Deus;Roberta Miranda
1987;Preciso Aprender a Só Ser;Caetano Veloso
1987;Just To See Her;Smokey Robinson
1987;Whats Going On;Cyndi Lauper
1987;Hey Jude;Kiko Zambianchi
1987;Only In My Dreams;Debbie Gibson
1987;Rhythm Is Gonna Get You;Gloria Estefan & Miami Sound Machine
1987;Notorious;Duran Duran
1987;A Voz do Rádio;Sula Miranda
1987;Pinga Ni Mim;Sergio Reis
1987;Holiday Rap;M.C. Miker G & D.J. Sven
1987;Até o Fim;Verônica Sabino
1987;Rolam as Pedras;Kiko Zambianchi
1987;Diamonds;Herb Alpert
1987;Eu Gosto de Mulher;Ultraje a Rigor
1987;A Revolta dos Dândis;Engenheiros do Hawaii
1987;Quero Ficar Com Você;Maria Bethânia
1987;Gone With The Winner;Century
1987;Youre The Voice;John Farnham
