ano;musica;artista
2001;Quem De Nós Dois;Ana Carolina
2001;Thank You;Dido
2001;Lady Marmalade;Christina Aguilera, Lil Kim, Mya & Pink
2001;Love By Grace;Lara Fabian
2001;Acima Do Sol;Skank
2001;It Wasnt Me Shaggy Featuring;Ricardo "Rikrok" Ducent
2001;Por The Amar Assim;Marlon & Maicon
2001;Im Like A Bird;Nelly Furtado
2001;Vou Te Procurar;Os Travessos
2001;Usted Se Me Llevó La Vida;Alexandre Pires
2001;Daylight In Your Eyes;No Angels
2001;All For You;Janet
2001;Minha Timidez;KLB
2001;Passou Da Conta;Zezé Di Camargo & Luciano
2001;Faça O Que Eu Digo;Exaltasamba
2001;Que Vez?;Tihuana
2001;Butterfly;Crazy Town
2001;Independent Women Part I;Destinys Child
2001;Dormi Na Praça (Acústico/Ao Vivo);Bruno & Marrone
2001;Malandragem (Acústico);Cássia Eller
2001;Ando Meio Desligado;Pato Fu
2001;Fallin;Alicia Keys
2001;Reggae Do Manero;Raimundos
2001;Im A Slave 4 U;Britney Spears
2001;Love Dont Coast A Thing;Jennifer Lopez
2001;O Amor Não Deixa;Wanessa Camargo
2001;Amor De Carnaval;Bruno & Marrone
2001;O Amor Faz;Sandy & Junior
2001;Apenas Mais Uma De Amor;Lulu Santos
2001;Nosso Xote;Bicho De Pé
2001;Xote Dos Milagres;Falamansa
2001;Crying At The Discotheque;Alcazar
2001;Nothings Gonna Change My Love For You;Richard Lugo & Snz
2001;Eu Contra A Noite;Kid Abelha
2001;Por Que Será?;Tihuana
2001;Tua Cara;Vavá
2001;Breathe;Faith Hill
2001;O Amor E Eu;Rick & Renner (Chantecler)
2001;Estou Em Suas Mãos;KLB
2001;Cerol Na Mão/Entra E Sai;Bonde Do Tigrão
2001;Dont Tell Me;Madonna
2001;Im Real;Jennifer Lopez Featuring Ja Rule
2001;Fica Comigo;Tino
2001;Whenever, Wherever;Shakira
2001;Seus Beijos;Daniel
2001;Eternamente;Belo
2001;Quando O Sol Bater Na Janela Do Teu Quarto;Legião Urbana
2001;Necessidade;Alexandre Pires
2001;Milk And Toast And Honey;Roxette
2001;Jaded;Aerosmith
2001;What It Feels Like For A Girl;Madonna
2001;Tá Na Cara;Marlon & Maicon
2001;O Baile Todo;Bonde Do Tigrão
2001;Dança Da Motinha;Mc Beth
2001;Mais Um Na Multidão;Erasmo Carlos & Marisa Monte
2001;Quando O Coração Se Apaixona;Daniel
2001;Só Seu Amor Não Vai Embora;Daniel
2001;Groovejet (If This Aint Love);Spiller
2001;Never Too Far;Mariah Carey
2001;A Lenda;Sandy & Junior
2001;Frio Da Solidão;Chitãozinho & Xororó Com Roupa Nova
2001;You Rock My World;Michael Jackson
2001;Todas As Coisas Do Mundo;Leonardo
2001;Primavera (Vai Chuva);Maurício Manieri
2001;Pra Você Eu Digo Sim;Rita Lee
2001;Beijando;Gamação
2001;Minha Galera;Baião De 4
2001;Paisagem De Amor;Fernanda Abreu
2001;Me Gusta Tu;Manu Chao
2001;Stutter;Joe Featuring Mystikal
2001;Múmias;Biquini Cavadão & Renato Russo
2001;Um Dia Pra Nós Dois;Os Travessos
2001;Hanging By A Moment;Lifehouse
2001;Clint Eastwood;Gorillaz
2001;Idem;Pixote
2001;Advinha;Os Travessos
2001;Follow Me Uncle;Kracker
2001;A Sua;Marisa Monte
2001;Tapinha;Mc Naldinho & Bella
2001;Apaixonada Por Você;Wanessa Camargo
2001;More Than That;Backstreet Boys
2001;Se A Gente Se Entender;Angélica
2001;Drowning;Backstreet Boys
2001;Who Let The Dogs Out;Baha Men
2001;Uma Noite;Tihuana
2001;How You Remind Me;Nickelback
2001;Pop;Nsync
2001;O Mapa Da Mina;Rumbora
2001;Fim De Semana (É Isso Que A Gente Quer);Nocaute
2001;Crendice;Carlinhos Brown
2001;He Loves U Not;Dream
2001;More Than Words;Westlife
2001;Dias Melhores;Jota Quest
2001;Por Que Tem Que Ser Assim;KLB
2001;Planeta Dominado;Sd Boyz
2001;Olha Pra Mim;Cleiton & Camargo
2001;Fica;Skank
2001;Assim Que Se Faz;Luciana Mello
2001;Eu;Pato Fu
20010;Fim De Noite;Adryana & A Rapaziada 
