ano;musica;artista
1976;Juventude Transviada;Luiz Melodia
1976;Meu Mundo e Nada Mais;Guilherme Arantes
1976;If You Leave Me Now;Chicago
1976;O Que Será (À Flor da Terra);Chico Buarque & Milton Nascimento
1976;Meu Caro Amigo;Chico Buarque
1976;Dont Go Breaking My Heart;Elton John & Kiki Dee
1976;Fly, Robin, Fly;Silver Convention
1976;Nuvem Passageira;Hermes de Aquino
1976;Sobradinho;Sá & Guarabyra
1976;Pavão Mysteriozo;Ednardo
1976;December 1963 (Oh What A Night);Four Seasons
1976;As Rosas Não Falam;Beth Carvalho
1976;Não Deixe o Samba Morrer;Alcione
1976;Nem Ouro Nem Prata;Ruy Maurity
1976;Os Seus Botões;Roberto Carlos
1976;All By Myself;Eric Carmen
1976;Pecado Capital;Paulinho da Viola
1976;Eu Nasci Há Dez Mil Anos Atrás;Raul Seixas
1976;Misty Blue;Dorothy Moore
1976;Gracias a La Vida;Grupo Tarancón 
1976;Youll Never Find Another Love Like Mine;Lou Rawls
1976;Olhos nos Olhos;Maria Bethânia
1976;Os Meninos da Mangueira;Ataulfo Jr.
1976;Vá Mas Volte;Angela Maria
1976;Vai Ficar na Saudade;Benito Di Paula
1976;Bohemian Rhapsody;Queen
1976;Sailing;Rod Stewart
1976;Como Nossos Pais;Elis Regina
1976;Dolannes Melodie;Jean Claude Borelly
1976;You Should Be Dancing;Bee Gees
1976;I Write The Songs;Barry Manilow
1976;O Surdo;Alcione
1976;Tu Ten Vas;Alain Barrière & Nicole Cordier
1976;Kiss And Say Goodbye;The Manhattans
1976;Dream Weaver;Gary Wright
1976;Incompatibilidade de Gênios;João Bosco
1976;(Shake, Shake, Shake) Shake Your Booty;KC & The Sunshine Band
1976;Apesar de Você;Chico Buarque
1976;More, More, More;Andrea True Connection
1976;Silly Love Songs;Wings
1976;Love Hurts;Nazareth
1976;Happy;Michael Jackson
1976;O Rancho da Goiabada;Elis Regina
1976;Levante os Olhos;Silvio Cesar
1976;A Fifth Of Beethoven;Walter Murphy & The Big Apple Band
1976;Show Me The Way;Peter Frampton
1976;Ilegal, Imoral ou Engorda;Roberto Carlos
1976;I Need To Be In Love;Carpenters
1976;Cuide-se Bem;Guilherme Arantes
1976;Cry To Me;Loleatta Holloway
1976;Do You Know Where Youre Going To;Diana Ross
1976;Im Easy;Keith Carradine
1976;Olhos nos Olhos;Agnaldo Timóteo
1976;Love Me Like A Stranger;Lettermen
1976;Love To Love You Baby;Donna Summer
1976;Pra Não Morrer de Tristeza;Ney Matogrosso
1976;Caso Você Case;Marília Barbosa
1976;Lady Bump;Penny McLean
1976;Mineira;João Nogueira
1976;Coisas da Vida;Rita Lee
1976;Paralelas;Vanusa
1976;My Life;Michael Sullivan
1976;Shes My Girl;Morris Albert
1976;Só Louco;Gal Costa
1976;This Time Ill Be Sweeter;Linda Lewis
1976;Winners And Losers;Hamilton, Joe Frank & Reynolds
1976;Afternoon Delight;Starland Vocal Band
1976;Boogie Fever;Sylvers
1976;Capim Novo;Luiz Gonzaga
1976;Apenas Um Rapaz Latino Americano;Belchior
1976;Zing Went The Strings Of My Heart;Trammps
1976;Cinco Companheiros;Paulinho da Viola
1976;Cavaquinho Camarada;Beth Carvalho
1976;Marido Ideal;Evinha
1976;Theme From SWAT;Rhythm Heritage
1976;Fascinação;Elis Regina
1976;When Youre Gone;Maggie MacNeal
1976;Menina dos Cabelos Longos;Agepê
1976;Aint Nobody Straight In Los Angeles;Miracles
1976;Give Me A Second Chance;Junior
1976;Inseparable;Natalie Cole
1976;Dolannes Melodie;Alain Patrick
1976;True Love;Steve McLean
1976;Sweet Love;Commodores
1976;Ill Be Good To You;The Brothers Johnson
1976;Tenderness;Twins
1976;Poxa;Gilson de Souza
1976;Beijinho Doce;Nalva Aguiar
1976;Deixa;Bandits Of Love
1976;Chão, Pó, Poeira;Gonzaguinha
1976;Olhos Nos Olhos;Chico Buarque
1976;Let Your Love Flow;Bellamy Brothers
1976;Xamêgo;Fafá de Belém
1976;Tudo Está no Seu Lugar;Benito Di Paula
1976;Retrato;Suely Costa
1976;Menina do Mato;Ruy Maurity
1976;Like Roses;Jack Jones
1976;Jeca Total;Gilberto Gil
1976;Espere Por Mim, Morena;Gonzaguinha
1976;Os Homens Não Devem Chorar;Barros de Alencar
