ano;musica;artista
1980;Balancê;Gal Costa
1980;Another Brick In The Wall;Pink Floyd
1980;Crazy Little Thing Called Love;Queen
1980;Momentos;Joanna
1980;Menino do Rio;Baby Consuelo
1980;Toada (Na Direção do Vento);Boca Livre
1980;Lady;Kenny Rogers
1980;Lost In Love;Air Supply
1980;Meu Bem Querer;Djavan
1980;Alô Alô Marciano;Elis Regina
1980;Grito de Alerta;Maria Bethânia
1980;Dont Stop Till You Get Enough;Michael Jackson
1980;Sailing;Christopher Cross
1980;Admirável Gado Novo;Zé Ramalho
1980;20 e Poucos Anos;Fábio Jr.
1980;Xanadu;Olivia Newton-John & Electric Light Orchestra
1980;Foi Deus Que Fez Você;Amelinha
1980;Little Jeannie;Elton John
1980;Amante à Moda Antiga;Roberto Carlos
1980;Mania de Você;Rita Lee 
1980;Magic;Olivia Newton-John
1980;Coração Bobo;Alceu Valença
1980;All Out Of Love;Air Supply
1980;Cruisin;Smokey Robinson
1980;Demônio Colorido;Sandra Sá
1980;Do That To Me One More Time;The Captain & Tennille
1980;Cheiro de Mato;Fátima Guedes
1980;Another One Bites The Dust;Queen
1980;Noturno;Fagner
1980;The Winner Takes It All;Abba
1980;Bandolins;Oswaldo Montenegro
1980;Canção da América;Milton Nascimento
1980;With You Im Born Again;Billy Preston & Syreeta
1980;Feminina;Joyce
1980;Him;Rupert Holmes
1980;Babe;Styx
1980;Upside Down;Diana Ross
1980;Essa Tal Criatura;Leci Brandão
1980;Please Dont Go;KC & The Sunshine Band
1980;Sol de Primavera;Beto Guedes
1980;Call Me;Blondie
1980;Chega Mais;Rita Lee
1980;Só Nos Resta Viver;Angela Rô Rô
1980;Fame;Irene Cara
1980;Shining Star;The Manhattans
1980;Nosso Estranho Amor;Marina & Caetano Veloso
1980;Special Lady;Ray, Goodman & Brown
1980;After You;Michael Johnson
1980;Do Right;Paul Davis
1980;Meu Amigo, Meu Herói;Zizi Possi
1980;Lá Vem o Brasil Descendo a Ladeira;Moraes Moreira
1980;Into The Night;Benny Mardones
1980;Just Like You Do;Carly Simon
1980;Menino Sem Juízo;Alcione
1980;Eu e a Brisa;Baby Consuelo
1980;More Than I Can Say;Leo Sayer
1980;Noites Cariocas;Gal Costa
1980;Ponto de Interrogação;Gonzaguinha
1980;Gonna Get Along Without You Now;Viola Wills
1980;Give Me The Night;George Benson
1980;Lead Me On;Maxine Nightingale
1980;I Never Fall In Love;Davitt Sigerson
1980;Desesperar Jamais;Simone
1980;You And I;Mireille Mathieu & Paul Anka
1980;Quem Tem a Viola (Cecília);Boca Livre
1980;Quero Colo;Fábio Jr.
1980;Semente do Amor;A Cor do Som
1980;Shine On;L.T.D.
1980;Im So Glad That Im A Woman;Love Unlimited
1980;Ships;Barry Manilow
1980;Agonia;Oswaldo Montenegro
1980;Survive;Jimmy Buffett
1980;Bola de Meia, Bola de Gude;14 Bis
1980;Three Times In Love;Tommy James
1980;Wave;João Gilberto
1980;Canção de Verão;Roupa Nova
1980;Modern Girl;Sheena Easton
1980;More Love;Kim Carnes
1980;Caminhando (Pra Não Dizer Que Não Falei de Flores);Simone
1980;Love I Need;Jimmy Cliff
1980;Aroma;Lúcia Turnbull
1980;Planeta Sonho;14 Bis
1980;Cais;Milton Nascimento
1980;Escravo da Alegria;Toquinho & Vinícius
1980;First Be A Woman;Leonore OMalley
1980;Clareana;Joyce
1980;Fracasso;Gilliard
1980;Quero Quero;Cláudio Nucci
1980;Novo Tempo;Ivan Lins
1980;Lembranças;Kátia
1980;Meninas do Brasil;Moraes Moreira
1980;Never New Love Like This Before;Stephanie Mills
1980;Rua Ramalhete;Tavito
1980;Faltando Um Pedaço;Djavan
1980;Se Eu Quiser Falar Com Deus;Elis Regina
1980;Doce de Pimenta;Olivia
1980;No Night So Long;Dionne Warwick
1980;Nova Manhã;14-Bis
1980;The Second Time Around;Shalamar
1980;A Massa;Raimundo Sodré
