ano;musica;artista
1981;Bette Davis Eyes;Kim Carnes
1981;Baila Comigo;Rita Lee
1981;Nos Bailes da Vida;MIlton Nascimento
1981;Emoções;Roberto Carlos
1981;Endless Love;Diana Ross & Lionel Richie
1981;(Just Like) Starting Over;John Lennon
1981;Clarear;Roupa Nova
1981;Palco;Gilberto Gil
1981;Lança Perfume;Rita Lee
1981;Arthurs Theme (Best That You Can Do);Christopher Cross
1981;Deixa Chover;Guilherme Arantes
1981;Nova Manhã;14-Bis
1981;Lua e Estrela;Caetano Veloso
1981;Kiss On My List;Daryl Hall & John Oates
1981;Se Eu Quiser Falar Com Deus;Gilberto Gil
1981;Woman;John Lennon
1981;Paixão;Kleiton & Kledir
1981;The One That You Love;Air Supply
1981;Caçador de Mim;Milton Nascimento
1981;Time;Alan Parsons Project
1981;Keep On Loving You;REO Speedwagon
1981;Guilty;Barbra Streisand & Barry Gibb
1981;Eternas Ondas;Fagner
1981;Living Inside Myself;Gino Vannelli
1981;Bem-Te-Vi;Renato Terra
1981;Cama e Mesa;Roberto Carlos
1981;Eu Também Quero Beijar;Pepeu Gomes
1981;Neném;Boca Livre
1981;Conga, Conga, Conga;Gretchen
1981;Abre Coração;Marcelo
1981;Celebration;Kool & The Gang
1981;Shine On;L.T.D.
1981;Decisão;Joanna
1981;Just The Two Of Us;Groover Washington Jr.
1981;For Your Eyes Only;Sheena Easton
1981;Luiza;Tom Jobim
1981;Eu Me Rendo;Fábio Jr.
1981;Outras Palavras;Caetano Veloso
1981;O Sal da Terra;Beto Guedes
1981;Quero Quero;Cláudio Nucci
1981;Canção de Verão;Roupa Nova
1981;Morning Train (Nine To Five);Sheena Easton
1981;All Those Years Ago;George Harrison
1981;Crying;Don McLean
1981;Daquilo Que Eu Sei;Ivan Lins
1981;Hearts;Marty Balin
1981;Reality;Richard Sanderson
1981;Rapture;Blondie
1981;A Chuva Cai;Beth Carvalho
1981;Homem Com H;Ney Matogrosso
1981;Lady (You Bring Me Up);Commodores
1981;Without Your Love;Roger Daltrey
1981;Being With You;Smokey Robinson
1981;Take Me Now;David Gates
1981;Seduzir;Djavan
1981;Para Ser o Sol;A Cor do Som
1981;Me Deixas Louca;Elis Regina
1981;Tell It Like It Is;Heart
1981;Dia Branco;Geraldo Azevedo
1981;Tesouros da Juventude;Lulu Santos
1981;The Best Of Times;Styx
1981;Purpurina;Lucinha Lins
1981;Theme From "Greatest American Hero";Joey Scarbury
1981;You Werent In Love;Mick Fleetwood
1981;9 To 5;Dolly Parton
1981;Whats In A Kiss?;Gilbert OSullivan
1981;Portela na Avenida;Clara Nunes
1981;Bem Simples;Roupa Nova
1981;Corações a Mil;Marina
1981;A Woman Needs Love;Ray Parker Jr & Raydio
1981;Agora Só Falta Você;Zizi Possi
1981;Coração Cigano;Wando
1981;Zanzibar;A Cor do Som
1981;Vira Virou;Kleiton & Kledir
1981;Good Thing Going;Sugar Minott
1981;Onde a Dor Não Tem Razão;Paulinho da Viola
1981;Pega na Mentira;Erasmo Carlos
1981;I Dont Need You;Kenny Rogers
1981;Love On The Rocks;Neil Diamond
1981;A Terceira Lâmina;Zé Ramalho
1981;Estrela Guia;Joanna
1981;Gata Todo Dia;Marina
1981;Old Photographs;Jim Capaldi
1981;Shaddap You Face;Joe Dolce
1981;Hurt;Carly Simon
1981;Sentinela;Milton Nascimento
1981;Perdidos na Selva;Gang 90 & As Absurdettes
1981;If Leaving Me Is Easy;Phil Collins
1981;Physical;Olivia Newton-John
1981;Planeta Água;Guilherme Arantes
1981;Stars on 45 (medley);Stars On 45
1981;Vida;Beth Goulart
1981;Viajante;Ney Matogrosso
1981;Vevecos, Panelas e Canelas;Beto Guedes
1981;Comin In And Out Of Your Life;Barbra Streisand
1981;Do You Miss Me;Morris Albert
1981;Eu Velejava em Você;Zizi Possi
1981;Eu Voltei;Cláudia Telles
1981;Mordomia;Almir Guineto
1981;Meu Bem Meu Mal;Gal Costa
